GAge	GSex	GCity	GCity_X	GCity_Y	GState	VFrom	VNights	VPersons	VTypeOfVisit	VPriceRoom	VPriceFood	VPriceDeduction	VPriceTotal	QSatisfaction	QRoom	QFood	QService	QCulture	WTemperature	WSky	XEUR
38	female	Budweis	14.4757883	48.9763169	CR	14.3.2013	7	4	business	40600	0	200	40400	average	42	22	64	51	-1.7	sunny	25.61
20	male	Salzburg	13.0475658	47.798095	Austria	14.3.2013	7	2	business	20300	0	200	20100	low	27	25	21	1	-1.7	sunny	25.61
21	male	Ústí nad Labem	14.0390819	50.6700692	CR	14.3.2013	7	2	business	20300	0	200	20100	low	24	24	16	35	-1.7	sunny	25.61
47	female	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	2	private	5800	0	200	5600	average	49	35	72	84	1.1	sunny	25.57
82	male	Jihlava	15.5909008	49.3963828	CR	15.3.2013	1	1	business	1450	0	0	1450	average	48	57	55	99	1.1	sunny	25.57
80	male	Salzburg	13.0475658	47.798095	Austria	15.3.2013	1	1	private	1450	0	0	1450	average	52	24	57	83	1.1	sunny	25.57
70	male	Budweis	14.4757883	48.9763169	CR	15.3.2013	1	1	private	1450	0	0	1450	average	54	31	57	95	1.1	sunny	25.57
36	female	Wien	16.3736767	48.2115631	Austria	15.3.2013	1	1	business	1450	0	0	1450	average	53	68	56	100	1.1	sunny	25.57
80	male	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	2	private	5800	0	200	5600	average	53	34	48	49	1.1	sunny	25.57
70	female	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	1	private	2900	0	200	2700	average	58	68	69	51	1.1	sunny	25.57
21	female	Wien	16.3736767	48.2115631	Austria	15.3.2013	1	4	private	5800	0	0	5800	average	46	36	58	52	1.1	sunny	25.57
30	female	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	4	private	11600	0	200	11400	average	44	65	54	52	1.1	sunny	25.57
73	male	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	3	private	8700	0	200	8500	average	45	68	59	94	1.1	sunny	25.57
64	male	Jihlava	15.5909008	49.3963828	CR	15.3.2013	1	1	business	1450	0	0	1450	average	49	35	56	50	1.1	sunny	25.57
41	female	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	3	private	8700	0	200	8500	average	45	22	54	52	1.1	sunny	25.57
41	female	Budweis	14.4757883	48.9763169	CR	15.3.2013	1	3	private	4350	0	0	4350	average	50	21	48	48	1.1	sunny	25.57
30	female	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	3	private	8700	0	200	8500	average	54	21	45	98	1.1	sunny	25.57
31	male	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	3	private	8700	0	200	8500	average	41	34	64	49	1.1	sunny	25.57
43	male	Jihlava	15.5909008	49.3963828	CR	15.3.2013	1	4	business	5800	0	0	5800	average	45	21	46	47	1.1	sunny	25.57
20	male	Pilsen	13.3771556	49.7490406	CR	15.3.2013	1	1	private	1450	0	0	1450	average	54	23	56	98	1.1	sunny	25.57
53	male	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	2	private	5800	0	200	5600	average	50	57	71	100	1.1	sunny	25.57
39	female	Jihlava	15.5909008	49.3963828	CR	15.3.2013	1	4	business	5800	0	0	5800	average	60	34	54	82	1.1	sunny	25.57
45	female	Budweis	14.4757883	48.9763169	CR	15.3.2013	1	1	private	1450	0	0	1450	average	58	21	48	49	1.1	sunny	25.57
46	female	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	3	private	8700	0	200	8500	average	43	65	53	93	1.1	sunny	25.57
70	male	Jihlava	15.5909008	49.3963828	CR	15.3.2013	1	1	business	1450	0	0	1450	average	58	21	47	97	1.1	sunny	25.57
72	female	Budweis	14.4757883	48.9763169	CR	15.3.2013	1	2	private	2900	0	0	2900	average	42	24	56	50	1.1	sunny	25.57
73	female	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	3	private	8700	0	200	8500	average	45	21	64	49	1.1	sunny	25.57
25	male	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	2	private	5800	0	200	5600	average	53	36	70	98	1.1	sunny	25.57
79	male	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	3	private	8700	0	200	8500	low	40	15	16	34	1.1	sunny	25.57
20	male	Jihlava	15.5909008	49.3963828	CR	15.3.2013	1	1	business	1450	0	0	1450	average	51	35	54	52	1.1	sunny	25.57
25	male	Budweis	14.4757883	48.9763169	CR	15.3.2013	1	1	private	1450	0	0	1450	average	49	57	60	46	1.1	sunny	25.57
72	female	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	2	private	5800	0	200	5600	average	54	67	72	48	1.1	sunny	25.57
30	male	Budweis	14.4757883	48.9763169	CR	15.3.2013	1	2	private	2900	0	0	2900	average	57	31	64	98	1.1	sunny	25.57
24	male	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	2	private	5800	0	200	5600	average	53	31	58	94	1.1	sunny	25.57
66	female	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	4	private	11600	0	200	11400	low	29	28	30	34	1.1	sunny	25.57
21	male	Jihlava	15.5909008	49.3963828	CR	15.3.2013	1	1	business	1450	0	0	1450	average	55	35	56	100	1.1	sunny	25.57
21	male	Linz	14.2862742	48.3066489	Austria	15.3.2013	2	2	private	5800	0	200	5600	average	51	60	53	98	1.1	sunny	25.57
65	male	Linz	14.2862742	48.3066489	Austria	16.3.2013	7	2	private	20300	0	600	19700	average	47	24	58	97	-0.2	sunny	25.57
37	female	München	11.5836375	48.1364669	Germany	16.3.2013	7	1	private	10150	0	600	9550	average	50	65	54	49	-0.2	sunny	25.57
28	male	Dresden	13.7397044	51.0497456	Germany	16.3.2013	7	2	private	20300	0	600	19700	average	46	24	63	94	-0.2	sunny	25.57
58	male	Linz	14.2862742	48.3066489	Austria	16.3.2013	7	2	private	20300	0	600	19700	average	45	33	56	82	-0.2	sunny	25.57
51	female	Linz	14.2862742	48.3066489	Austria	16.3.2013	7	1	private	10150	0	600	9550	average	52	30	59	52	-0.2	sunny	25.57
54	female	Jihlava	15.5909008	49.3963828	CR	16.3.2013	7	2	private	20300	0	600	19700	average	42	34	48	83	-0.2	sunny	25.57
80	female	Pilsen	13.3771556	49.7490406	CR	20.3.2013	1	2	business	2900	0	0	2900	high	94	91	90	72	-7.7	cloudy	25.68
74	female	Pilsen	13.3771556	49.7490406	CR	20.3.2013	1	2	business	2900	0	0	2900	high	83	81	88	72	-7.7	cloudy	25.68
58	female	Ostrava	18.2825511	49.8341497	CR	20.3.2013	1	4	business	5800	0	0	5800	high	92	91	87	59	-7.7	cloudy	25.68
70	male	Pilsen	13.3771556	49.7490406	CR	20.3.2013	1	2	business	2900	0	0	2900	high	90	77	91	60	-7.7	cloudy	25.68
54	female	Pilsen	13.3771556	49.7490406	CR	20.3.2013	1	1	business	1450	0	0	1450	high	99	74	91	59	-7.7	cloudy	25.68
67	male	Pilsen	13.3771556	49.7490406	CR	20.3.2013	1	2	business	2900	0	0	2900	high	89	76	96	56	-7.7	cloudy	25.68
39	male	Budweis	14.4757883	48.9763169	CR	21.3.2013	7	2	business	20300	0	200	20100	average	58	60	69	83	-5.5	cloudy	25.81
20	female	Budweis	14.4757883	48.9763169	CR	21.3.2013	7	2	business	20300	0	200	20100	average	52	67	69	97	-5.5	cloudy	25.81
78	female	Budweis	14.4757883	48.9763169	CR	21.3.2013	7	2	business	20300	0	200	20100	average	59	58	70	81	-5.5	cloudy	25.81
60	female	Hradec Králové	15.8353464	50.2100194	CR	21.3.2013	7	2	business	20300	0	200	20100	low	24	22	32	33	-5.5	cloudy	25.81
51	male	Salzburg	13.0475658	47.798095	Austria	21.3.2013	7	2	business	20300	0	200	20100	average	41	67	64	97	-5.5	cloudy	25.81
33	female	Budweis	14.4757883	48.9763169	CR	21.3.2013	7	2	business	20300	0	200	20100	average	42	67	71	45	-5.5	cloudy	25.81
76	female	Budweis	14.4757883	48.9763169	CR	21.3.2013	7	2	business	20300	0	200	20100	average	52	67	45	48	-5.5	cloudy	25.81
35	male	Budweis	14.4757883	48.9763169	CR	21.3.2013	7	2	business	20300	0	200	20100	average	59	58	60	84	-5.5	cloudy	25.81
22	male	Salzburg	13.0475658	47.798095	Austria	21.3.2013	7	2	business	20300	0	200	20100	low	14	12	14	6	-5.5	cloudy	25.81
28	female	Jihlava	15.5909008	49.3963828	CR	22.3.2013	1	3	business	4350	0	0	4350	average	60	59	58	95	-2.3	sunny	25.84
62	female	Linz	14.2862742	48.3066489	Austria	22.3.2013	2	4	private	11600	0	200	11400	low	38	12	14	4	-2.3	sunny	25.84
67	female	Linz	14.2862742	48.3066489	Austria	22.3.2013	2	4	private	11600	0	200	11400	low	38	11	27	7	-2.3	sunny	25.84
36	female	Linz	14.2862742	48.3066489	Austria	22.3.2013	2	3	private	8700	0	200	8500	average	46	22	57	82	-2.3	sunny	25.84
54	female	Linz	14.2862742	48.3066489	Austria	22.3.2013	2	4	private	11600	0	200	11400	low	13	17	30	3	-2.3	sunny	25.84
22	female	Jihlava	15.5909008	49.3963828	CR	22.3.2013	1	1	business	1450	0	0	1450	average	51	29	62	97	-2.3	sunny	25.84
43	male	Linz	14.2862742	48.3066489	Austria	22.3.2013	2	4	private	11600	0	200	11400	low	24	15	16	20	-2.3	sunny	25.84
29	male	Linz	14.2862742	48.3066489	Austria	22.3.2013	2	2	private	5800	0	200	5600	average	44	23	71	81	-2.3	sunny	25.84
46	male	Karlovy Vary	12.8690381	50.2311075	CR	22.3.2013	2	2	private	5800	0	200	5600	average	51	30	45	81	-2.3	sunny	25.84
71	female	Dresden	13.7397044	51.0497456	Germany	22.3.2013	2	4	private	11600	0	200	11400	low	38	18	14	1	-2.3	sunny	25.84
46	male	Budweis	14.4757883	48.9763169	CR	22.3.2013	1	2	private	2900	0	0	2900	average	56	58	69	100	-2.3	sunny	25.84
25	female	Ostrava	18.2825511	49.8341497	CR	22.3.2013	2	3	private	8700	0	200	8500	low	32	15	29	18	-2.3	sunny	25.84
32	female	Linz	14.2862742	48.3066489	Austria	22.3.2013	2	4	private	11600	0	200	11400	low	13	16	25	5	-2.3	sunny	25.84
57	male	Linz	14.2862742	48.3066489	Austria	22.3.2013	2	4	private	11600	0	200	11400	low	32	13	13	4	-2.3	sunny	25.84
48	male	Linz	14.2862742	48.3066489	Austria	22.3.2013	2	2	private	5800	0	200	5600	average	42	60	60	47	-2.3	sunny	25.84
20	female	Liberec	15.0663036	50.7709239	CR	23.3.2013	7	2	private	20300	0	600	19700	average	60	65	54	94	0.6	cloudy	25.84
26	male	Linz	14.2862742	48.3066489	Austria	23.3.2013	7	2	private	20300	0	600	19700	average	54	58	48	82	0.6	cloudy	25.84
32	female	München	11.5836375	48.1364669	Germany	23.3.2013	7	2	private	20300	0	600	19700	low	30	18	16	9	0.6	cloudy	25.84
58	male	Wien	16.3736767	48.2115631	Austria	24.3.2013	2	1	private	2900	0	200	2700	low	15	25	37	34	0.5	cloudy	25.84
24	female	Wien	16.3736767	48.2115631	Austria	24.3.2013	2	1	private	2900	0	200	2700	low	13	15	37	4	0.5	cloudy	25.84
55	female	Olomouc	17.2498364	49.5961789	CR	26.3.2013	1	2	business	2900	0	0	2900	high	92	92	88	60	1.8	cloudy	25.8
29	male	Olomouc	17.2498364	49.5961789	CR	26.3.2013	1	4	business	5800	0	0	5800	high	96	82	86	64	1.8	cloudy	25.8
30	male	Olomouc	17.2498364	49.5961789	CR	26.3.2013	1	2	business	2900	0	0	2900	high	86	65	88	46	1.8	cloudy	25.8
65	male	Budweis	14.4757883	48.9763169	CR	27.3.2013	1	2	business	2900	0	0	2900	high	97	92	92	72	1.7	rain/snow	25.81
58	male	Budweis	14.4757883	48.9763169	CR	28.3.2013	7	2	business	20300	0	200	20100	average	52	36	61	52	2.7	rain/snow	25.73
74	male	Karlovy Vary	12.8690381	50.2311075	CR	30.3.2013	7	2	private	20300	0	600	19700	low	40	22	23	36	7	cloudy	25.73
20	male	Hradec Králové	15.8353464	50.2100194	CR	30.3.2013	7	4	private	40600	0	600	40000	average	53	22	55	83	7	cloudy	25.73
25	female	Budweis	14.4757883	48.9763169	CR	30.3.2013	7	2	private	20300	0	600	19700	average	41	22	69	100	7	cloudy	25.73
24	female	Hradec Králové	15.8353464	50.2100194	CR	30.3.2013	7	4	private	40600	0	600	40000	average	59	36	62	47	7	cloudy	25.73
78	male	Praha	14.4212806	50.0874967	CR	30.3.2013	7	4	private	40600	0	600	40000	average	48	22	63	98	7	cloudy	25.73
32	female	Budweis	14.4757883	48.9763169	CR	30.3.2013	7	1	private	10150	0	600	9550	average	56	68	61	50	7	cloudy	25.73
41	female	Wien	16.3736767	48.2115631	Austria	31.3.2013	2	1	private	2900	0	200	2700	low	23	20	23	10	6.9	sunny	25.73
51	female	Wien	16.3736767	48.2115631	Austria	31.3.2013	2	1	private	2900	0	200	2700	low	30	18	32	11	6.9	sunny	25.73
49	female	Wien	16.3736767	48.2115631	Austria	31.3.2013	2	1	private	2900	0	200	2700	low	24	14	39	4	6.9	sunny	25.73
50	female	Wien	16.3736767	48.2115631	Austria	31.3.2013	2	1	private	2900	0	200	2700	low	14	21	39	2	6.9	sunny	25.73
62	female	Wien	16.3736767	48.2115631	Austria	31.3.2013	2	1	private	2900	0	200	2700	low	21	9	38	17	6.9	sunny	25.73
73	male	Wien	16.3736767	48.2115631	Austria	31.3.2013	2	1	private	2900	0	200	2700	low	27	15	37	36	6.9	sunny	25.73
56	male	Wien	16.3736767	48.2115631	Austria	31.3.2013	2	4	private	11600	0	200	11400	low	30	28	23	33	6.9	sunny	25.73
74	female	Berlin	13.3908886	52.5176189	Germany	2.4.2013	1	2	business	2900	0	0	2900	high	94	75	90	60	0.4	cloudy	25.88
22	female	Olomouc	17.2498364	49.5961789	CR	2.4.2013	1	2	business	2900	0	0	2900	high	96	65	81	61	0.4	cloudy	25.88
20	female	Kladno	14.1022533	50.1484586	CR	2.4.2013	1	2	business	2900	0	0	2900	high	91	80	92	72	0.4	cloudy	25.88
27	male	Olomouc	17.2498364	49.5961789	CR	2.4.2013	1	2	business	2900	0	0	2900	high	96	90	84	72	0.4	cloudy	25.88
65	female	Olomouc	17.2498364	49.5961789	CR	2.4.2013	1	3	business	4350	0	0	4350	high	98	80	90	54	0.4	cloudy	25.88
27	male	Praha	14.4212806	50.0874967	CR	6.4.2013	7	2	private	20300	0	600	19700	low	22	17	25	17	11.4	sunny	25.77
40	female	Praha	14.4212806	50.0874967	CR	6.4.2013	7	2	private	20300	0	600	19700	low	32	28	21	17	11.4	sunny	25.77
75	female	Budweis	14.4757883	48.9763169	CR	6.4.2013	7	2	private	20300	0	600	19700	average	58	33	71	100	11.4	sunny	25.77
31	male	Hradec Králové	15.8353464	50.2100194	CR	6.4.2013	7	4	private	40600	0	600	40000	average	57	66	60	82	11.4	sunny	25.77
29	female	Linz	14.2862742	48.3066489	Austria	6.4.2013	21	1	private	30450	0	1400	29050	high	86	78	90	70	11.4	sunny	25.77
20	female	Linz	14.2862742	48.3066489	Austria	6.4.2013	21	2	private	60900	0	1400	59500	high	85	78	82	69	11.4	sunny	25.77
47	female	Budweis	14.4757883	48.9763169	CR	6.4.2013	7	2	private	20300	0	600	19700	average	51	66	53	98	11.4	sunny	25.77
81	female	Dresden	13.7397044	51.0497456	Germany	6.4.2013	7	2	private	20300	0	600	19700	average	52	68	64	99	11.4	sunny	25.77
77	male	Jihlava	15.5909008	49.3963828	CR	6.4.2013	21	2	private	60900	0	1400	59500	high	91	92	83	57	11.4	sunny	25.77
34	male	Hradec Králové	15.8353464	50.2100194	CR	6.4.2013	7	4	private	40600	0	600	40000	average	47	67	53	47	11.4	sunny	25.77
30	male	Praha	14.4212806	50.0874967	CR	6.4.2013	7	4	private	40600	0	600	40000	low	21	21	25	34	11.4	sunny	25.77
22	female	Linz	14.2862742	48.3066489	Austria	6.4.2013	21	2	private	60900	0	1400	59500	high	84	78	89	57	11.4	sunny	25.77
73	male	Hradec Králové	15.8353464	50.2100194	CR	6.4.2013	7	4	private	40600	0	600	40000	average	58	65	48	52	11.4	sunny	25.77
21	female	Praha	14.4212806	50.0874967	CR	6.4.2013	7	2	private	20300	0	600	19700	low	39	22	25	7	11.4	sunny	25.77
74	female	Hradec Králové	15.8353464	50.2100194	CR	6.4.2013	7	4	private	40600	0	600	40000	average	46	65	70	46	11.4	sunny	25.77
82	male	Zlín	17.6700633	49.2280669	CR	6.4.2013	21	2	private	60900	0	1400	59500	high	92	91	100	62	11.4	sunny	25.77
70	male	Hradec Králové	15.8353464	50.2100194	CR	6.4.2013	7	1	private	10150	0	600	9550	average	51	32	55	84	11.4	sunny	25.77
68	female	München	11.5836375	48.1364669	Germany	6.4.2013	7	2	private	20300	0	600	19700	low	15	13	24	19	11.4	sunny	25.77
53	female	Linz	14.2862742	48.3066489	Austria	6.4.2013	21	2	private	60900	0	1400	59500	high	84	92	97	48	11.4	sunny	25.77
54	male	Hradec Králové	15.8353464	50.2100194	CR	6.4.2013	7	4	private	40600	0	600	40000	average	43	31	72	99	11.4	sunny	25.77
69	male	Praha	14.4212806	50.0874967	CR	6.4.2013	7	1	private	10150	0	600	9550	low	16	25	29	33	11.4	sunny	25.77
36	male	Linz	14.2862742	48.3066489	Austria	6.4.2013	21	2	private	60900	0	1400	59500	high	84	74	89	54	11.4	sunny	25.77
31	male	Budweis	14.4757883	48.9763169	CR	6.4.2013	7	2	private	20300	0	600	19700	average	47	29	53	98	11.4	sunny	25.77
33	male	Linz	14.2862742	48.3066489	Austria	6.4.2013	21	2	private	60900	0	1400	59500	high	93	83	99	61	11.4	sunny	25.77
34	female	Budweis	14.4757883	48.9763169	CR	6.4.2013	7	3	private	30450	0	600	29850	average	43	36	53	46	11.4	sunny	25.77
21	male	Budweis	14.4757883	48.9763169	CR	6.4.2013	7	2	private	20300	0	600	19700	average	41	35	59	95	11.4	sunny	25.77
30	female	Praha	14.4212806	50.0874967	CR	6.4.2013	7	2	private	20300	0	600	19700	low	22	15	24	3	11.4	sunny	25.77
68	female	Praha	14.4212806	50.0874967	CR	6.4.2013	7	2	private	20300	0	600	19700	low	32	23	37	2	11.4	sunny	25.77
28	female	Linz	14.2862742	48.3066489	Austria	6.4.2013	21	3	private	91350	0	1400	89950	high	100	73	81	55	11.4	sunny	25.77
42	female	Budweis	14.4757883	48.9763169	CR	6.4.2013	7	2	private	20300	0	600	19700	average	43	65	63	97	11.4	sunny	25.77
36	male	Wien	16.3736767	48.2115631	Austria	7.4.2013	2	1	private	2900	0	200	2700	low	27	9	13	2	8.9	rain/snow	25.77
33	female	Olomouc	17.2498364	49.5961789	CR	9.4.2013	1	2	business	2900	0	0	2900	high	97	80	81	54	7.4	sunny	25.76
33	female	Olomouc	17.2498364	49.5961789	CR	9.4.2013	1	2	business	2900	0	0	2900	high	86	80	86	53	7.4	sunny	25.76
81	male	Hradec Králové	15.8353464	50.2100194	CR	13.4.2013	7	4	private	40600	0	600	40000	average	46	66	56	97	3.6	sunny	25.86
50	female	Linz	14.2862742	48.3066489	Austria	13.4.2013	21	1	private	30450	0	1400	29050	high	86	79	100	47	3.6	sunny	25.86
25	male	Budweis	14.4757883	48.9763169	CR	13.4.2013	7	2	private	20300	0	600	19700	average	51	30	48	83	3.6	sunny	25.86
79	male	Brno	16.6153758	49.1921808	CR	14.4.2013	1	2	private	2900	0	200	2700	average	46	23	57	49	12.2	rain/snow	25.86
36	male	Brno	16.6153758	49.1921808	CR	14.4.2013	1	2	private	2900	0	200	2700	average	43	65	46	50	12.2	rain/snow	25.86
81	female	Jihlava	15.5909008	49.3963828	CR	16.4.2013	21	2	business	60900	0	200	60700	average	57	36	71	84	7.5	rain/snow	25.87
69	male	Jihlava	15.5909008	49.3963828	CR	16.4.2013	21	2	business	60900	0	200	60700	average	47	36	48	96	7.5	rain/snow	25.87
29	female	Jihlava	15.5909008	49.3963828	CR	16.4.2013	21	2	business	60900	0	200	60700	average	49	35	59	49	7.5	rain/snow	25.87
56	male	Jihlava	15.5909008	49.3963828	CR	16.4.2013	21	2	business	60900	0	200	60700	average	58	34	58	45	7.5	rain/snow	25.87
56	female	Jihlava	15.5909008	49.3963828	CR	16.4.2013	21	2	business	60900	0	200	60700	average	44	32	62	96	7.5	rain/snow	25.87
71	male	Jihlava	15.5909008	49.3963828	CR	16.4.2013	21	2	business	60900	0	200	60700	average	51	24	61	51	7.5	rain/snow	25.87
58	male	Pardubice	15.780415	50.0409775	CR	16.4.2013	21	2	business	60900	0	200	60700	average	48	33	70	96	7.5	rain/snow	25.87
69	female	Jihlava	15.5909008	49.3963828	CR	16.4.2013	21	2	business	60900	0	200	60700	average	54	29	53	93	7.5	rain/snow	25.87
20	female	Karlovy Vary	12.8690381	50.2311075	CR	16.4.2013	21	2	business	60900	0	200	60700	average	48	31	70	94	7.5	rain/snow	25.87
44	male	Dresden	13.7397044	51.0497456	Germany	18.4.2013	1	2	business	2900	0	0	2900	high	88	83	84	45	10.7	sunny	25.88
55	male	Linz	14.2862742	48.3066489	Austria	19.4.2013	2	4	private	11600	0	200	11400	average	56	30	45	52	2.5	cloudy	25.86
43	female	Linz	14.2862742	48.3066489	Austria	20.4.2013	21	1	private	30450	0	1400	29050	low	15	20	38	6	2.6	rain/snow	25.86
65	female	Linz	14.2862742	48.3066489	Austria	20.4.2013	21	1	private	30450	0	1400	29050	low	15	17	13	2	2.6	rain/snow	25.86
63	female	Wien	16.3736767	48.2115631	Austria	21.4.2013	1	1	private	1450	0	200	1250	average	60	30	47	84	6.1	rain/snow	25.86
80	female	Brno	16.6153758	49.1921808	CR	21.4.2013	1	1	private	1450	0	200	1250	average	49	66	61	50	6.1	rain/snow	25.86
82	female	Brno	16.6153758	49.1921808	CR	21.4.2013	1	1	private	1450	0	200	1250	average	56	36	55	50	6.1	rain/snow	25.86
22	male	Brno	16.6153758	49.1921808	CR	21.4.2013	1	1	private	1450	0	200	1250	average	47	59	69	51	6.1	rain/snow	25.86
53	female	Brno	16.6153758	49.1921808	CR	21.4.2013	1	1	private	1450	0	200	1250	average	49	30	53	97	6.1	rain/snow	25.86
81	female	Brno	16.6153758	49.1921808	CR	21.4.2013	1	1	private	1450	0	200	1250	average	53	68	55	82	6.1	rain/snow	25.86
52	male	Jihlava	15.5909008	49.3963828	CR	23.4.2013	1	2	private	2900	0	0	2900	average	50	59	69	97	7.8	rain/snow	25.91
36	male	Salzburg	13.0475658	47.798095	Austria	23.4.2013	21	2	business	60900	0	200	60700	average	41	34	63	98	7.8	rain/snow	25.91
34	male	Wien	16.3736767	48.2115631	Austria	23.4.2013	1	2	private	2900	0	0	2900	average	46	30	61	48	7.8	rain/snow	25.91
50	male	Linz	14.2862742	48.3066489	Austria	25.4.2013	1	2	business	2900	0	0	2900	high	87	91	94	63	6	sunny	25.9
39	male	Linz	14.2862742	48.3066489	Austria	25.4.2013	1	2	business	2900	0	0	2900	high	84	68	93	64	6	sunny	25.9
82	male	Linz	14.2862742	48.3066489	Austria	25.4.2013	1	2	business	2900	0	0	2900	high	95	78	89	48	6	sunny	25.9
67	male	Linz	14.2862742	48.3066489	Austria	26.4.2013	2	4	private	11600	0	200	11400	average	56	36	47	81	11.1	rain/snow	25.74
19	female	Linz	14.2862742	48.3066489	Austria	26.4.2013	2	4	private	11600	0	200	11400	average	47	66	55	100	11.1	rain/snow	25.74
51	female	München	11.5836375	48.1364669	Germany	27.4.2013	14	1	private	20300	0	1000	19300	average	49	32	54	97	13.4	rain/snow	25.74
58	female	Linz	14.2862742	48.3066489	Austria	27.4.2013	21	1	private	30450	0	1400	29050	low	29	16	39	18	13.4	rain/snow	25.74
36	male	Linz	14.2862742	48.3066489	Austria	27.4.2013	21	1	private	30450	0	1400	29050	low	14	16	22	19	13.4	rain/snow	25.74
46	female	Zlín	17.6700633	49.2280669	CR	27.4.2013	21	1	private	30450	0	1400	29050	low	22	22	29	5	13.4	rain/snow	25.74
48	female	Dresden	13.7397044	51.0497456	Germany	27.4.2013	14	1	private	20300	0	1000	19300	average	45	21	46	84	13.4	rain/snow	25.74
67	male	Brno	16.6153758	49.1921808	CR	28.4.2013	1	3	private	4350	0	200	4150	average	52	34	47	97	14.2	sunny	25.74
34	female	München	11.5836375	48.1364669	Germany	28.4.2013	1	1	private	1450	0	200	1250	average	54	21	62	94	14.2	sunny	25.74
81	male	Budweis	14.4757883	48.9763169	CR	29.4.2013	1	4	business	5800	0	0	5800	average	47	36	54	83	16.7	rain/snow	25.7
22	male	Jihlava	15.5909008	49.3963828	CR	30.4.2013	1	2	private	2900	0	0	2900	average	52	30	47	98	21.9	sunny	25.8
20	male	Jihlava	15.5909008	49.3963828	CR	30.4.2013	1	2	private	2900	0	0	2900	average	44	23	71	97	21.9	sunny	25.8
56	female	Jihlava	15.5909008	49.3963828	CR	30.4.2013	1	2	private	2900	0	0	2900	average	53	60	62	49	21.9	sunny	25.8
67	female	Jihlava	15.5909008	49.3963828	CR	30.4.2013	1	1	private	1450	0	0	1450	average	55	60	64	46	21.9	sunny	25.8
65	male	Jihlava	15.5909008	49.3963828	CR	30.4.2013	1	2	private	2900	0	0	2900	average	52	60	57	51	21.9	sunny	25.8
73	female	Jihlava	15.5909008	49.3963828	CR	30.4.2013	1	3	private	4350	0	0	4350	average	43	22	71	99	21.9	sunny	25.8
